date,product,category,branch,units_sold,unit_price,revenue,net_revenue,stock_qty,reorder_level
2026-06-06,Energy Drink,Beverages,Gulberg Campus,1,145.65,145.65,138.3675,162.0,32.0
2026-06-10,Usb Flash Drive 32Gb,Electronics,Model Town Campus,4,927.05,3708.2,3485.7079999999996,,
2026-06-03,Energy Drink,Beverages,Gulberg Campus,7,159.08,1113.5600000000002,1057.882,162.0,32.0
2026-06-24,Usb Flash Drive 32Gb,Electronics,Model Town Campus,10,948.93,9489.3,8919.942,,
2026-06-07,Gel Pen Pack,Stationery,DHA Campus,1,80.57545454545455,80.57545454545455,74.93517272727273,124.0,23.0
2026-06-24,Cold Coffee,Beverages,Gulberg Campus,6,119.4,716.4000000000001,680.58,174.0,53.0
2026-06-12,Mineral Water 500Ml,Beverages,DHA Campus,9,44.14,397.26,369.4518,,
2026-06-06,Potato Chips,Snacks,Gulberg Campus,4,53.61,214.44,203.718,174.0,21.0
2026-06-07,Earphones Basic,Electronics,Gulberg Campus,7,343.9,2407.2999999999997,2286.9349999999995,164.0,51.0
2026-06-29,Earphones Basic,Electronics,Gulberg Campus,7,356.22,2493.54,2368.863,164.0,51.0
2026-06-27,Earphones Basic,Electronics,DHA Campus,5,333.71,1668.55,1551.7514999999999,164.0,51.0
2026-06-10,Energy Drink,Beverages,Model Town Campus,1,161.12,161.12,151.4528,162.0,32.0
2026-06-18,Gel Pen Pack,Stationery,DHA Campus,9,81.0,729.0,677.9699999999999,124.0,23.0
2026-06-30,Notebook A4,Stationery,Gulberg Campus,5,156.75,783.75,744.5625,43.0,34.0
2026-06-29,Highlighter Set,Stationery,Model Town Campus,1,236.18,236.18,222.0092,97.0,41.0
2026-06-06,Samosa,Snacks,Model Town Campus,4,40.75,163.0,153.22,157.0,32.0
2026-06-05,Highlighter Set,Stationery,Gulberg Campus,1,227.14,227.14,215.783,97.0,41.0
2026-06-18,Potato Chips,Snacks,Gulberg Campus,10,48.65,486.5,462.17499999999995,174.0,21.0
2026-06-18,Cold Coffee,Beverages,DHA Campus,1,115.32,115.32,107.24759999999999,174.0,53.0
2026-06-14,Usb Flash Drive 32Gb,Electronics,Model Town Campus,1,936.4,936.4,880.2159999999999,,
2026-06-21,Mineral Water 500Ml,Beverages,Model Town Campus,3,45.5354347826087,136.6063043478261,128.40992608695652,,
2026-06-12,Energy Drink,Beverages,Model Town Campus,9,153.3,1379.7,1296.918,162.0,32.0
2026-06-14,Notebook A4,Stationery,Model Town Campus,11,156.11,1717.21,1614.1774,43.0,34.0
2026-06-20,Notebook A4,Stationery,Gulberg Campus,2,153.73,307.46,292.087,43.0,34.0
2026-06-14,Samosa,Snacks,Model Town Campus,2,38.86,77.72,73.0568,157.0,32.0
2026-06-28,Earphones Basic,Electronics,DHA Campus,5,369.58,1847.8999999999999,1718.5469999999998,164.0,51.0
2026-06-13,Earphones Basic,Electronics,Model Town Campus,9,366.36,3297.2400000000002,3099.4056,164.0,51.0
2026-06-10,Mineral Water 500Ml,Beverages,DHA Campus,5,43.22,216.1,200.97299999999998,,
2026-06-13,Earphones Basic,Electronics,Gulberg Campus,8,335.81,2686.48,2552.156,164.0,51.0
2026-06-20,Energy Drink,Beverages,DHA Campus,3,158.85,476.54999999999995,443.1914999999999,162.0,32.0
2026-06-08,Chicken Patty,Snacks,Model Town Campus,6,62.43,374.58,352.10519999999997,165.0,35.0
2026-06-14,Cold Coffee,Beverages,DHA Campus,7,114.71,802.9699999999999,746.7620999999999,174.0,53.0
2026-06-28,Mineral Water 500Ml,Beverages,Gulberg Campus,10,45.22,452.2,429.59,,
2026-06-19,Highlighter Set,Stationery,DHA Campus,10,231.57,2315.7,2153.6009999999997,97.0,41.0
2026-06-11,Earphones Basic,Electronics,DHA Campus,5,366.65,1833.25,1704.9225,164.0,51.0
2026-06-11,Samosa,Snacks,Gulberg Campus,1,40.38,40.38,38.361,157.0,32.0
2026-06-20,Mineral Water 500Ml,Beverages,Model Town Campus,6,46.91,281.46,264.57239999999996,,
2026-06-01,Potato Chips,Snacks,Model Town Campus,3,53.09,159.27,149.7138,174.0,21.0
2026-06-09,Energy Drink,Beverages,DHA Campus,6,143.51,861.06,800.7857999999999,162.0,32.0
2026-06-22,Mineral Water 500Ml,Beverages,Gulberg Campus,6,47.15,282.9,268.75499999999994,,
2026-06-21,Gel Pen Pack,Stationery,Model Town Campus,10,81.71,817.0999999999999,768.0739999999998,124.0,23.0
2026-06-26,Gel Pen Pack,Stationery,Gulberg Campus,4,85.82,343.28,326.116,124.0,23.0
2026-06-02,Energy Drink,Beverages,DHA Campus,9,157.56,1418.04,1318.7771999999998,162.0,32.0
2026-06-27,Cold Coffee,Beverages,Model Town Campus,2,127.93,255.86,240.5084,174.0,53.0
2026-06-11,Cold Coffee,Beverages,Model Town Campus,2,118.07,236.14,221.97159999999997,174.0,53.0
2026-06-16,Potato Chips,Snacks,DHA Campus,5,52.42,262.1,243.75300000000001,174.0,21.0
2026-06-23,Mineral Water 500Ml,Beverages,Model Town Campus,10,45.5354347826087,455.35434782608695,428.0330869565217,,
2026-06-04,Energy Drink,Beverages,Gulberg Campus,6,152.4159375,914.495625,868.7708437499999,162.0,32.0
2026-06-20,Cold Coffee,Beverages,DHA Campus,8,125.28,1002.24,932.0831999999999,174.0,53.0
2026-06-06,Earphones Basic,Electronics,Model Town Campus,2,377.83,755.66,710.3204,164.0,51.0
2026-06-17,Chicken Patty,Snacks,Gulberg Campus,11,58.08,638.88,606.9359999999999,165.0,35.0
2026-06-01,Gel Pen Pack,Stationery,Gulberg Campus,7,77.77,544.39,517.1705,124.0,23.0
2026-06-05,Samosa,Snacks,DHA Campus,11,38.97,428.66999999999996,398.66309999999993,157.0,32.0
2026-06-05,Notebook A4,Stationery,Model Town Campus,2,154.85,309.7,291.118,43.0,34.0
2026-06-23,Mineral Water 500Ml,Beverages,Gulberg Campus,11,44.77,492.47,467.8465,,
2026-06-11,Potato Chips,Snacks,Model Town Campus,10,51.93,519.3,488.14199999999994,174.0,21.0
2026-06-06,Highlighter Set,Stationery,DHA Campus,10,237.09,2370.9,2204.937,97.0,41.0
2026-06-13,Usb Flash Drive 32Gb,Electronics,DHA Campus,2,959.35,1918.7,1784.3909999999998,,
2026-06-29,Earphones Basic,Electronics,DHA Campus,4,334.84,1339.36,1245.6047999999998,164.0,51.0
2026-06-13,Samosa,Snacks,Model Town Campus,3,42.04,126.12,118.55279999999999,157.0,32.0
2026-06-09,Cold Coffee,Beverages,DHA Campus,6,117.9,707.4000000000001,657.8820000000001,174.0,53.0
2026-06-07,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,9,966.51,8698.59,8263.6605,,
2026-06-20,Potato Chips,Snacks,DHA Campus,6,51.28,307.68,286.1424,174.0,21.0
2026-06-21,Energy Drink,Beverages,DHA Campus,3,145.7,437.09999999999997,406.50299999999993,162.0,32.0
2026-06-01,Cold Coffee,Beverages,Model Town Campus,9,129.06,1161.54,1091.8475999999998,174.0,53.0
2026-06-24,Energy Drink,Beverages,Gulberg Campus,9,159.34,1434.06,1362.357,162.0,32.0
2026-06-25,Earphones Basic,Electronics,Model Town Campus,1,334.16,334.16,314.1104,164.0,51.0
2026-06-18,Chicken Patty,Snacks,Gulberg Campus,1,59.16,59.16,56.20199999999999,165.0,35.0
2026-06-14,Mineral Water 500Ml,Beverages,Model Town Campus,5,48.45,242.25,227.71499999999997,,
2026-06-24,Usb Flash Drive 32Gb,Electronics,Model Town Campus,8,953.33,7626.64,7169.0416,,
2026-06-28,Energy Drink,Beverages,DHA Campus,7,144.58,1012.0600000000001,941.2158,162.0,32.0
2026-06-16,Earphones Basic,Electronics,DHA Campus,6,360.59,2163.54,2012.0921999999998,164.0,51.0
2026-06-21,Samosa,Snacks,DHA Campus,8,42.21,337.68,314.0424,157.0,32.0
2026-06-25,Potato Chips,Snacks,Gulberg Campus,8,53.34,426.72,405.384,174.0,21.0
2026-06-14,Cold Coffee,Beverages,Gulberg Campus,10,128.83,1288.3000000000002,1223.8850000000002,174.0,53.0
2026-06-02,Gel Pen Pack,Stationery,Gulberg Campus,8,79.71,637.68,605.7959999999999,124.0,23.0
2026-06-10,Cold Coffee,Beverages,Gulberg Campus,10,119.55,1195.5,1135.725,174.0,53.0
2026-06-10,Cold Coffee,Beverages,Gulberg Campus,4,116.74,466.96,443.61199999999997,174.0,53.0
2026-06-11,Earphones Basic,Electronics,DHA Campus,7,337.88,2365.16,2199.5987999999998,164.0,51.0
2026-06-05,Usb Flash Drive 32Gb,Electronics,Model Town Campus,10,914.91,9149.1,8600.154,,
2026-06-30,Energy Drink,Beverages,Model Town Campus,8,146.99,1175.92,1105.3648,162.0,32.0
2026-06-22,Chicken Patty,Snacks,Model Town Campus,3,62.19,186.57,175.37579999999997,165.0,35.0
2026-06-07,Samosa,Snacks,Gulberg Campus,1,40.82,40.82,38.778999999999996,157.0,32.0
2026-06-24,Notebook A4,Stationery,DHA Campus,5,154.27,771.35,717.3555,43.0,34.0
2026-06-05,Mineral Water 500Ml,Beverages,DHA Campus,8,42.97,343.76,319.6968,,
2026-06-19,Earphones Basic,Electronics,DHA Campus,7,355.78,2490.46,2316.1277999999998,164.0,51.0
2026-06-04,Samosa,Snacks,Gulberg Campus,9,38.55,346.95,329.60249999999996,157.0,32.0
2026-06-13,Chicken Patty,Snacks,Model Town Campus,10,62.78,627.8,590.132,165.0,35.0
2026-06-07,Chicken Patty,Snacks,Gulberg Campus,6,64.64,387.84000000000003,368.44800000000004,165.0,35.0
2026-06-23,Highlighter Set,Stationery,DHA Campus,6,224.34,1346.04,1251.8172,97.0,41.0
2026-06-23,Earphones Basic,Electronics,DHA Campus,4,355.90979591836737,1423.6391836734695,1323.9844408163265,164.0,51.0
2026-06-30,Potato Chips,Snacks,Model Town Campus,7,50.563170731707324,353.9421951219513,332.70566341463416,174.0,21.0
2026-06-19,Mineral Water 500Ml,Beverages,Gulberg Campus,2,47.12,94.24,89.52799999999999,,
2026-06-25,Highlighter Set,Stationery,DHA Campus,6,233.61,1401.66,1303.5438,97.0,41.0
2026-06-29,Notebook A4,Stationery,Gulberg Campus,8,153.54,1228.32,1166.904,43.0,34.0
2026-06-20,Energy Drink,Beverages,Gulberg Campus,6,161.51,969.06,920.6069999999999,162.0,32.0
2026-06-04,Potato Chips,Snacks,DHA Campus,9,52.82,475.38,442.10339999999997,174.0,21.0
2026-06-02,Samosa,Snacks,Model Town Campus,8,41.93,335.44,315.3136,157.0,32.0
2026-06-24,Gel Pen Pack,Stationery,Model Town Campus,9,78.66,707.9399999999999,665.4635999999999,124.0,23.0
2026-06-26,Mineral Water 500Ml,Beverages,Gulberg Campus,7,48.28,337.96000000000004,321.062,,
2026-06-07,Chicken Patty,Snacks,DHA Campus,3,63.96,191.88,178.4484,165.0,35.0
2026-06-28,Cold Coffee,Beverages,Model Town Campus,10,128.26,1282.6,1205.6439999999998,174.0,53.0
2026-06-18,Usb Flash Drive 32Gb,Electronics,DHA Campus,5,919.2,4596.0,4274.28,,
2026-06-30,Energy Drink,Beverages,DHA Campus,2,157.03,314.06,292.07579999999996,162.0,32.0
2026-06-10,Cold Coffee,Beverages,Gulberg Campus,7,121.21442857142857,848.501,806.0759499999999,174.0,53.0
2026-06-22,Earphones Basic,Electronics,Model Town Campus,8,352.48,2819.84,2650.6496,164.0,51.0
2026-06-29,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,2,927.93,1855.86,1763.0669999999998,,
2026-06-08,Energy Drink,Beverages,Model Town Campus,1,143.97,143.97,135.3318,162.0,32.0
2026-06-12,Cold Coffee,Beverages,Model Town Campus,9,127.22,1144.98,1076.2812,174.0,53.0
2026-06-12,Cold Coffee,Beverages,DHA Campus,4,122.95,491.8,457.37399999999997,174.0,53.0
2026-06-26,Notebook A4,Stationery,DHA Campus,6,146.5,879.0,817.4699999999999,43.0,34.0
2026-06-05,Potato Chips,Snacks,Gulberg Campus,11,50.563170731707324,556.1948780487805,528.3851341463414,174.0,21.0
2026-06-25,Mineral Water 500Ml,Beverages,DHA Campus,8,46.13,369.04,343.2072,,
2026-06-04,Notebook A4,Stationery,DHA Campus,6,152.46,914.76,850.7267999999999,43.0,34.0
2026-06-02,Gel Pen Pack,Stationery,DHA Campus,1,76.16,76.16,70.82879999999999,124.0,23.0
2026-06-16,Energy Drink,Beverages,DHA Campus,3,147.32,441.96,411.02279999999996,162.0,32.0
2026-06-09,Cold Coffee,Beverages,Model Town Campus,5,122.15,610.75,574.105,174.0,53.0
2026-06-19,Samosa,Snacks,DHA Campus,8,41.05,328.4,305.412,157.0,32.0
2026-06-01,Gel Pen Pack,Stationery,DHA Campus,9,79.03,711.27,661.4811,124.0,23.0
2026-06-08,Usb Flash Drive 32Gb,Electronics,Model Town Campus,10,941.67,9416.699999999999,8851.697999999999,,
2026-06-26,Cold Coffee,Beverages,Gulberg Campus,8,114.42,915.36,869.592,174.0,53.0
2026-06-07,Mineral Water 500Ml,Beverages,Model Town Campus,11,45.29,498.19,468.29859999999996,,
2026-06-28,Earphones Basic,Electronics,Gulberg Campus,6,338.73,2032.38,1930.761,164.0,51.0
2026-06-16,Cold Coffee,Beverages,Gulberg Campus,8,114.35,914.8,869.06,174.0,53.0
2026-06-01,Highlighter Set,Stationery,Gulberg Campus,5,226.66,1133.3,1076.635,97.0,41.0
2026-06-29,Energy Drink,Beverages,Model Town Campus,2,150.23,300.46,282.4324,162.0,32.0
2026-06-10,Mineral Water 500Ml,Beverages,Model Town Campus,8,48.22,385.76,362.6144,,
2026-06-12,Notebook A4,Stationery,Model Town Campus,10,161.5,1615.0,1518.1,43.0,34.0
2026-06-11,Samosa,Snacks,Gulberg Campus,4,40.17,160.68,152.646,157.0,32.0
2026-06-07,Energy Drink,Beverages,DHA Campus,5,152.3,761.5,708.1949999999999,162.0,32.0
2026-06-08,Earphones Basic,Electronics,Model Town Campus,11,345.94,3805.34,3577.0196,164.0,51.0
2026-06-13,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,8,898.79,7190.32,6830.803999999999,,
2026-06-01,Usb Flash Drive 32Gb,Electronics,DHA Campus,2,939.47,1878.94,1747.4142,,
2026-06-16,Samosa,Snacks,Model Town Campus,3,39.43,118.28999999999999,111.19259999999998,157.0,32.0
2026-06-16,Cold Coffee,Beverages,Model Town Campus,11,117.32,1290.52,1213.0888,174.0,53.0
2026-06-13,Samosa,Snacks,DHA Campus,3,41.03,123.09,114.4737,157.0,32.0
2026-06-27,Highlighter Set,Stationery,DHA Campus,6,231.3,1387.8000000000002,1290.654,97.0,41.0
2026-06-24,Gel Pen Pack,Stationery,Model Town Campus,2,80.57545454545455,161.1509090909091,151.48185454545455,124.0,23.0
2026-06-01,Notebook A4,Stationery,Gulberg Campus,6,142.52,855.1200000000001,812.364,43.0,34.0
2026-06-09,Samosa,Snacks,Model Town Campus,6,41.07,246.42000000000002,231.6348,157.0,32.0
2026-06-02,Usb Flash Drive 32Gb,Electronics,Model Town Campus,2,945.69,1891.38,1777.8972,,
2026-06-14,Highlighter Set,Stationery,DHA Campus,6,219.99,1319.94,1227.5442,97.0,41.0
2026-06-17,Notebook A4,Stationery,DHA Campus,2,149.29,298.58,277.6794,43.0,34.0
2026-06-04,Cold Coffee,Beverages,Gulberg Campus,7,127.98,895.86,851.067,174.0,53.0
2026-06-29,Energy Drink,Beverages,Gulberg Campus,11,154.17,1695.87,1611.0765,162.0,32.0
2026-06-13,Samosa,Snacks,Model Town Campus,9,39.95,359.55,337.977,157.0,32.0
2026-06-26,Notebook A4,Stationery,DHA Campus,2,150.47,300.94,279.8742,43.0,34.0
2026-06-09,Samosa,Snacks,Gulberg Campus,2,40.52132075471698,81.04264150943396,76.99050943396226,157.0,32.0
2026-06-03,Cold Coffee,Beverages,Gulberg Campus,3,121.37,364.11,345.9045,174.0,53.0
2026-06-11,Energy Drink,Beverages,DHA Campus,5,149.29,746.4499999999999,694.1984999999999,162.0,32.0
2026-06-29,Chicken Patty,Snacks,Model Town Campus,9,58.92,530.28,498.4632,165.0,35.0
2026-06-15,Samosa,Snacks,DHA Campus,6,42.31,253.86,236.0898,157.0,32.0
2026-06-01,Chicken Patty,Snacks,Gulberg Campus,11,63.08,693.88,659.1859999999999,165.0,35.0
2026-06-18,Potato Chips,Snacks,Model Town Campus,11,53.49,588.39,553.0866,174.0,21.0
2026-06-14,Potato Chips,Snacks,Model Town Campus,8,50.06,400.48,376.4512,174.0,21.0
2026-06-14,Earphones Basic,Electronics,DHA Campus,1,361.05,361.05,335.7765,164.0,51.0
2026-06-11,Chicken Patty,Snacks,DHA Campus,4,59.9,239.6,222.82799999999997,165.0,35.0
2026-06-24,Earphones Basic,Electronics,DHA Campus,5,377.31,1886.55,1754.4914999999999,164.0,51.0
2026-06-30,Mineral Water 500Ml,Beverages,Model Town Campus,2,45.61,91.22,85.7468,,
2026-06-19,Potato Chips,Snacks,Gulberg Campus,1,47.55,47.55,45.17249999999999,174.0,21.0
2026-06-05,Gel Pen Pack,Stationery,Model Town Campus,3,79.63,238.89,224.55659999999997,124.0,23.0
2026-06-30,Potato Chips,Snacks,Model Town Campus,10,51.32,513.2,482.408,174.0,21.0
2026-06-19,Energy Drink,Beverages,DHA Campus,3,150.24,450.72,419.1696,162.0,32.0
2026-06-03,Chicken Patty,Snacks,Model Town Campus,10,57.9,579.0,544.26,165.0,35.0
2026-06-19,Notebook A4,Stationery,Model Town Campus,6,153.94,923.64,868.2216,43.0,34.0
2026-06-23,Highlighter Set,Stationery,Model Town Campus,11,236.43,2600.73,2444.6862,97.0,41.0
2026-06-06,Mineral Water 500Ml,Beverages,Model Town Campus,2,45.59,91.18,85.7092,,
2026-06-22,Earphones Basic,Electronics,Model Town Campus,5,367.93,1839.65,1729.271,164.0,51.0
2026-06-03,Samosa,Snacks,Gulberg Campus,7,39.62,277.34,263.47299999999996,157.0,32.0
2026-06-09,Potato Chips,Snacks,DHA Campus,5,49.27,246.35000000000002,229.1055,174.0,21.0
2026-06-28,Highlighter Set,Stationery,Gulberg Campus,2,216.79,433.58,411.90099999999995,97.0,41.0
2026-06-07,Samosa,Snacks,Gulberg Campus,9,38.91,350.18999999999994,332.68049999999994,157.0,32.0
2026-06-15,Mineral Water 500Ml,Beverages,Gulberg Campus,1,47.65,47.65,45.2675,,
2026-06-05,Highlighter Set,Stationery,DHA Campus,1,223.85644444444446,223.85644444444446,208.18649333333335,97.0,41.0
2026-06-28,Cold Coffee,Beverages,Gulberg Campus,1,120.32,120.32,114.30399999999999,174.0,53.0
2026-06-21,Usb Flash Drive 32Gb,Electronics,DHA Campus,6,894.38,5366.28,4990.640399999999,,
2026-06-29,Potato Chips,Snacks,Model Town Campus,5,48.1,240.5,226.07,174.0,21.0
2026-06-22,Chicken Patty,Snacks,DHA Campus,1,62.83,62.83,58.43189999999999,165.0,35.0
2026-06-04,Notebook A4,Stationery,DHA Campus,11,148.82,1637.02,1522.4286,43.0,34.0
2026-06-18,Cold Coffee,Beverages,Gulberg Campus,11,114.61,1260.71,1197.6745,174.0,53.0
2026-06-17,Potato Chips,Snacks,DHA Campus,6,50.43,302.58,281.39939999999996,174.0,21.0
2026-06-16,Mineral Water 500Ml,Beverages,Gulberg Campus,4,44.09,176.36,167.542,,
2026-06-21,Energy Drink,Beverages,Model Town Campus,8,161.82,1294.56,1216.8863999999999,162.0,32.0
2026-06-12,Gel Pen Pack,Stationery,Gulberg Campus,7,76.95,538.65,511.7175,124.0,23.0
2026-06-16,Potato Chips,Snacks,Gulberg Campus,9,48.34,435.06000000000006,413.307,174.0,21.0
2026-06-10,Mineral Water 500Ml,Beverages,DHA Campus,5,45.52,227.60000000000002,211.668,,
2026-06-25,Earphones Basic,Electronics,Model Town Campus,8,346.67,2773.36,2606.9584,164.0,51.0
2026-06-11,Earphones Basic,Electronics,Gulberg Campus,3,369.84,1109.52,1054.0439999999999,164.0,51.0
2026-06-22,Gel Pen Pack,Stationery,DHA Campus,4,84.26,337.04,313.4472,124.0,23.0
2026-06-19,Chicken Patty,Snacks,Gulberg Campus,10,61.74,617.4,586.53,165.0,35.0
2026-06-26,Notebook A4,Stationery,Model Town Campus,4,146.05,584.2,549.148,43.0,34.0
2026-06-21,Cold Coffee,Beverages,Gulberg Campus,6,120.42,722.52,686.394,174.0,53.0
2026-06-07,Gel Pen Pack,Stationery,DHA Campus,7,83.5,584.5,543.5849999999999,124.0,23.0
2026-06-30,Highlighter Set,Stationery,DHA Campus,7,209.97,1469.79,1366.9046999999998,97.0,41.0
2026-06-13,Earphones Basic,Electronics,Gulberg Campus,6,364.58,2187.48,2078.1059999999998,164.0,51.0
2026-06-16,Mineral Water 500Ml,Beverages,Model Town Campus,11,45.11,496.21,466.43739999999997,,
2026-06-30,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,10,859.61,8596.1,8166.295,,
2026-06-19,Earphones Basic,Electronics,DHA Campus,3,349.73,1049.19,975.7467,164.0,51.0
2026-06-09,Gel Pen Pack,Stationery,DHA Campus,10,84.56,845.6,786.408,124.0,23.0
2026-06-25,Potato Chips,Snacks,Gulberg Campus,11,51.61,567.71,539.3245000000001,174.0,21.0
2026-06-20,Notebook A4,Stationery,Gulberg Campus,11,159.38,1753.1799999999998,1665.5209999999997,43.0,34.0
2026-06-14,Usb Flash Drive 32Gb,Electronics,DHA Campus,3,922.3782692307692,2767.1348076923077,2573.435371153846,,
2026-06-18,Notebook A4,Stationery,Model Town Campus,10,146.87,1468.7,1380.578,43.0,34.0
2026-06-12,Cold Coffee,Beverages,Gulberg Campus,7,122.52,857.64,814.7579999999999,174.0,53.0
2026-06-05,Cold Coffee,Beverages,Gulberg Campus,7,121.76,852.32,809.7040000000001,174.0,53.0
2026-06-25,Highlighter Set,Stationery,Model Town Campus,1,217.86,217.86,204.7884,97.0,41.0
2026-06-28,Cold Coffee,Beverages,Model Town Campus,9,118.28,1064.52,1000.6487999999999,174.0,53.0
2026-06-09,Highlighter Set,Stationery,Model Town Campus,10,209.15,2091.5,1966.01,97.0,41.0
2026-06-05,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,8,910.03,7280.24,6916.227999999999,,
2026-06-24,Gel Pen Pack,Stationery,Model Town Campus,9,83.74,753.66,708.4404,124.0,23.0
2026-06-22,Usb Flash Drive 32Gb,Electronics,DHA Campus,1,917.41,917.41,853.1913,,
2026-06-10,Mineral Water 500Ml,Beverages,Model Town Campus,5,43.45,217.25,204.21499999999997,,
2026-06-25,Gel Pen Pack,Stationery,DHA Campus,7,80.44,563.0799999999999,523.6643999999999,124.0,23.0
2026-06-06,Energy Drink,Beverages,DHA Campus,5,160.06,800.3,744.2789999999999,162.0,32.0
2026-06-18,Chicken Patty,Snacks,Gulberg Campus,5,58.32,291.6,277.02,165.0,35.0
2026-06-23,Potato Chips,Snacks,Gulberg Campus,8,51.29,410.32,389.804,174.0,21.0
2026-06-03,Chicken Patty,Snacks,Gulberg Campus,5,61.1580487804878,305.790243902439,290.500731707317,165.0,35.0
2026-06-18,Earphones Basic,Electronics,Model Town Campus,5,353.47,1767.3500000000001,1661.309,164.0,51.0
2026-06-01,Samosa,Snacks,Model Town Campus,4,38.74,154.96,145.6624,157.0,32.0
2026-06-01,Gel Pen Pack,Stationery,Gulberg Campus,7,76.14,532.98,506.331,124.0,23.0
2026-06-12,Cold Coffee,Beverages,DHA Campus,11,115.83,1274.1299999999999,1184.9408999999998,174.0,53.0
2026-06-26,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,10,886.68,8866.8,8423.46,,
2026-06-28,Mineral Water 500Ml,Beverages,DHA Campus,11,46.24,508.64000000000004,473.03520000000003,,
2026-06-20,Usb Flash Drive 32Gb,Electronics,Gulberg Campus,7,861.04,6027.28,5725.915999999999,,
2026-06-06,Notebook A4,Stationery,Gulberg Campus,8,159.09,1272.72,1209.084,43.0,34.0
2026-06-06,Notebook A4,Stationery,Gulberg Campus,11,146.18,1607.98,1527.581,43.0,34.0
2026-06-24,Samosa,Snacks,DHA Campus,8,42.54,340.32,316.4976,157.0,32.0
2026-06-22,Usb Flash Drive 32Gb,Electronics,Model Town Campus,6,893.94,5363.64,5041.8216,,
2026-06-26,Cold Coffee,Beverages,Model Town Campus,7,129.27,904.8900000000001,850.5966000000001,174.0,53.0
2026-06-08,Mineral Water 500Ml,Beverages,Gulberg Campus,5,46.1,230.5,218.975,,
2026-06-01,Notebook A4,Stationery,Model Town Campus,11,150.3,1653.3000000000002,1554.102,43.0,34.0
2026-06-12,Samosa,Snacks,DHA Campus,5,38.48,192.39999999999998,178.93199999999996,157.0,32.0
2026-06-10,Samosa,Snacks,Gulberg Campus,4,38.24,152.96,145.312,157.0,32.0
2026-06-13,Gel Pen Pack,Stationery,Model Town Campus,8,77.22,617.76,580.6944,124.0,23.0
2026-06-17,Highlighter Set,Stationery,Gulberg Campus,4,222.13,888.52,844.0939999999999,97.0,41.0
2026-06-15,Energy Drink,Beverages,Gulberg Campus,5,143.01,715.05,679.2974999999999,162.0,32.0
2026-06-02,Earphones Basic,Electronics,DHA Campus,4,359.7,1438.8,1338.0839999999998,164.0,51.0
2026-06-09,Highlighter Set,Stationery,Gulberg Campus,3,221.55,664.6500000000001,631.4175,97.0,41.0
2026-06-26,Samosa,Snacks,Model Town Campus,2,42.51,85.02,79.91879999999999,157.0,32.0
2026-06-10,Mineral Water 500Ml,Beverages,Model Town Campus,7,43.03,301.21000000000004,283.1374,,
2026-06-06,Energy Drink,Beverages,DHA Campus,9,146.58,1319.22,1226.8745999999999,162.0,32.0
2026-06-11,Mineral Water 500Ml,Beverages,DHA Campus,2,46.1,92.2,85.746,,
2026-06-26,Cold Coffee,Beverages,DHA Campus,1,122.68,122.68,114.0924,174.0,53.0
2026-06-30,Samosa,Snacks,DHA Campus,2,40.19,80.38,74.75339999999998,157.0,32.0
2026-06-20,Highlighter Set,Stationery,Gulberg Campus,8,228.93,1831.44,1739.868,97.0,41.0
2026-06-24,Samosa,Snacks,DHA Campus,3,40.07,120.21000000000001,111.7953,157.0,32.0
2026-06-22,Highlighter Set,Stationery,Gulberg Campus,1,215.64,215.64,204.85799999999998,97.0,41.0
2026-06-07,Potato Chips,Snacks,DHA Campus,1,47.78,47.78,44.4354,174.0,21.0
2026-06-03,Energy Drink,Beverages,DHA Campus,1,156.37,156.37,145.42409999999998,162.0,32.0
2026-06-23,Usb Flash Drive 32Gb,Electronics,DHA Campus,3,936.19,2808.57,2611.9701,,
2026-06-11,Usb Flash Drive 32Gb,Electronics,Model Town Campus,7,922.92,6460.44,6072.8135999999995,,
2026-06-25,Earphones Basic,Electronics,Model Town Campus,8,355.35,2842.8,2672.232,164.0,51.0
2026-06-24,Cold Coffee,Beverages,Gulberg Campus,8,123.48,987.84,938.448,174.0,53.0
2026-06-14,Energy Drink,Beverages,Model Town Campus,5,161.86,809.3000000000001,760.7420000000001,162.0,32.0
2026-06-02,Highlighter Set,Stationery,Model Town Campus,9,217.47,1957.23,1839.7962,97.0,41.0
2026-06-16,Mineral Water 500Ml,Beverages,DHA Campus,5,46.49,232.45000000000002,216.1785,,
2026-06-14,Notebook A4,Stationery,Gulberg Campus,1,147.96,147.96,140.562,43.0,34.0
2026-06-21,Cold Coffee,Beverages,DHA Campus,1,116.17,116.17,108.0381,174.0,53.0
2026-06-06,Notebook A4,Stationery,Gulberg Campus,9,149.31,1343.79,1276.6005,43.0,34.0
2026-06-29,Cold Coffee,Beverages,Gulberg Campus,3,118.25,354.75,337.0125,174.0,53.0
2026-06-28,Potato Chips,Snacks,Model Town Campus,11,52.85,581.35,546.4689999999999,174.0,21.0
2026-06-03,Energy Drink,Beverages,Gulberg Campus,8,147.86,1182.88,1123.736,162.0,32.0
